numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0305/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione comprensi avv.Alessandro Consolo Ricorso Tar Calabria -Catanzaro proposto da Fondazione Città Solidale onlus,21/05/2021,31/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=21130534&sez=&data1=21/05/2021&data2=31/05/2021,allegati/fonte1/0305/2021/- det.n.176_2021.pdf,2021-05-21,2021-05-31
0304/2021,avvisi vari,Comune di SQUILLACE,avviso tavoli tematici piano di zona Comune di Soverato,21/05/2021,05/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=21120530&sez=&data1=21/05/2021&data2=05/06/2021,allegati/fonte1/0304/2021/- avviso tavoli tematici.pdf,2021-05-21,2021-06-05
0303/2021,Determine Dirigenziali,Comune di SQUILLACE,Insinuazione dell'Ente nel passivo dl fallimento della Societa' Grande Distribuzione Lametina S.r.l.-Liquidazione compensi professionali avv. Alessandro Consolo.,21/05/2021,31/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=21120532&sez=&data1=21/05/2021&data2=31/05/2021,allegati/fonte1/0303/2021/- det.n.175_2021.pdf,2021-05-21,2021-05-31
0302/2021,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,pubblicazione matrimonio Falvo-Pancari,21/05/2021,29/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=21110543&sez=&data1=21/05/2021&data2=29/05/2021,allegati/fonte1/0302/2021/- pubb.pancari-falvo.pdf,2021-05-21,2021-05-29
0301/2021,Determine Dirigenziali,Comune di SQUILLACE,Insinuazione dell'Ente nel passivo del fallimento della Societa'Grande Distribuzione Lametina S.r.l.- Liquidazione compensi professionali avv. Alessandro Consolo,21/05/2021,31/05/2021,,,2021-05-21,2021-05-31
Pubblicazione Annullata N.Reg0301/2021Data Annullamento :21/05/2021Motivazione :errore materialeResponsabile:Grazie Fiorenza,,,,,,,,,
0300/2021,Delibere di giunta,Comune di SQUILLACE,"«DPCM del 30 dicembre 2020 - Avviso pubblico per il contributo di progetti relativi ad opere pubbliche di messa in sicurezza, ristrutturazione, riqualificazione o costruzione di edifici di proprietà dei comuni destinati ad asili nido e a scuole dell'infanzia e a centri polifunzionali per i servizi alla famiglia. Ristrutturazione scuola dell’infanzia sita alla via Damiano Assanti in agro del comune di Squillace. - Approvazione progetto definitivo”.",20/05/2021,04/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=20170548&sez=&data1=20/05/2021&data2=04/06/2021,allegati/fonte1/0300/2021/- Delibera Approvazione Progetto Definitivo Infanzia,2021-05-20,2021-06-04
0299/2021,Delibere di giunta,Comune di SQUILLACE,"«DPCM del 30 dicembre 2020 - Avviso pubblico per il contributo di progetti relativi ad opere pubbliche di messa in sicurezza, ristrutturazione, riqualificazione o costruzione di edifici di proprietà dei comuni destinati ad asili nido e a scuole dell'infanzia e a centri polifunzionali per i servizi alla famiglia. Ristrutturazione dell’asilo nido - scuola dell’infanzia sita alla via Feaci in agro del comune di Squillace. - Approvazione progetto definitivo”.",20/05/2021,04/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=20170532&sez=&data1=20/05/2021&data2=04/06/2021,allegati/fonte1/0299/2021/- Delibera Approvazione Progetto Definitivo Asilo ni,2021-05-20,2021-06-04
0298/2021,Determine Dirigenziali,Comune di SQUILLACE,"Abbonamento rivista ""Lo stato civile""anno 2021 - Impegno di spesa -.",20/05/2021,30/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=20110513&sez=&data1=20/05/2021&data2=30/05/2021,allegati/fonte1/0298/2021/- det.n. 171_2021.pdf,2021-05-20,2021-05-30
0297/2021,Delibere OSL,Comune di SQUILLACE,OGGETTO: Dissesto Finanziario –  Sentenza della Commissione Tributaria Provinciale di Catanzaro n. 911/2021 sul ricorso n. 492/2019 proposto da FIN.A.L. snc di Alcaro Marina Giuseppa contro OSL Comune di Squillace -  pagamento spese di lite,19/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=19160533&sez=&data1=19/05/2021&data2=03/06/2021,allegati/fonte1/0297/2021/- 20210519143926901.pdf,2021-05-19,2021-06-03
0296/2021,Delibere di giunta,Comune di SQUILLACE,Quantificazione delle somme impignorabili per il I° semestre dell'anno 2021 (art. 159 c.3 D.Lgs. 18/08/200 n. 267),19/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=19130539&sez=&data1=19/05/2021&data2=03/06/2021,allegati/fonte1/0296/2021/- g.c.N.36_2021.pdf,2021-05-19,2021-06-03
0295/2021,Determine Dirigenziali,Comune di SQUILLACE,Ricorso in appello al Consiglio di Stato proposto da Fondazione Città Solidale Onlus - incarico Legale -.,19/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=19130511&sez=&data1=19/05/2021&data2=03/06/2021,"allegati/fonte1/0295/2021/- det.n. 174_2021.pdf,allegati/fonte1/0295/2021/- incarico legale calderoni.pdf",2021-05-19,2021-06-03
0294/2021,Delibere di giunta,Comune di SQUILLACE,Ricorso in appello al Consiglio di Stato proposto da Fondazione Città Solidale Onlus - atto di indirizzo -.,19/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=19130546&sez=&data1=19/05/2021&data2=03/06/2021,allegati/fonte1/0294/2021/- G.C. n.35_2021.pdf,2021-05-19,2021-06-03
0293/2021,Determine Dirigenziali,Comune di SQUILLACE,L.R. n. 27/85 Scuola I ciclo di istruzione-Piano diritto allo studio-Impegno di spesa.,19/05/2021,03/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=19100522&sez=&data1=19/05/2021&data2=03/06/2021,allegati/fonte1/0293/2021/- det.n.172_2021.pdf,2021-05-19,2021-06-03
0292/2021,Determine Dirigenziali,Comune di SQUILLACE,ASSOCIAZIONE BIOS CARAFFA  DI CATANZARO -LIQUIDAZIONE CONTRIBUTO MANTENIMENTO E CUSTODIA CANI RANDAGI -IMPEGNO DI SPESE E LIQUIDAZIONE,18/05/2021,02/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=18090548&sez=&data1=18/05/2021&data2=02/06/2021,allegati/fonte1/0292/2021/- det n152.pdf,2021-05-18,2021-06-02
0291/2021,Determine Dirigenziali,Comune di SQUILLACE,"Approvazione elenco professionisti esterni per l'affidamento di servizi tecnici di architettura e di ingegneria di importo inferiore a € 40.000,00",17/05/2021,16/06/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=17130522&sez=&data1=17/05/2021&data2=16/06/2021,"allegati/fonte1/0291/2021/- Det._n.173_del_10.05.2021.pdf,allegati/fonte1/0291/2021/- Elenco Professionisti.pdf",2021-05-17,2021-06-16
0290/2021,Determine Dirigenziali,Comune di SQUILLACE,"Determinazione a contrattare. Affidamento diretto, ai sensi dell'art. 36 c. 2 del D.Lgs 50/2016, fornitura etichette adesive uffici comunali.",17/05/2021,27/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=17130515&sez=&data1=17/05/2021&data2=27/05/2021,allegati/fonte1/0290/2021/- det.n. 169_2021.pdf,2021-05-17,2021-05-27
0289/2021,Determine Dirigenziali,Comune di SQUILLACE,"Determinazione a contrattare - Affidamento diretto, ai sensi dell'art. 36 c. 2del D.Lgs 50/2016 , fornitura manifesti -.",17/05/2021,27/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=17130511&sez=&data1=17/05/2021&data2=27/05/2021,allegati/fonte1/0289/2021/- det.n. 158_2021.pdf,2021-05-17,2021-05-27
0288/2021,Delibere OSL,Comune di SQUILLACE,"OGGETTO: Dissesto Finanziario –  massa passiva della liquidazione – Accantonamento somma del credito vantato dalla  AMMINISTRAZIONE PROVINCIALE DI CATANZARO C.F./P.I.: 80003090794  – Debito fuori bilancio – Privilegiato -  fascicolo OSL n. 158.– art. 258, comma 4 del TUEL.",15/05/2021,30/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=15120554&sez=&data1=15/05/2021&data2=30/05/2021,allegati/fonte1/0288/2021/- delibera 23-2021.pdf,2021-05-15,2021-05-30
0287/2021,Delibere OSL,Comune di SQUILLACE,"OGGETTO: Dissesto Finanziario –  massa passiva della liquidazione – Accantonamento somma del credito vantato dalla  AMMINISTRAZIONE PROVINCIALE DI CATANZARO C.F./P.I.: 80003090794  – Residui passivi – debiti di bilancio Privilegiati -  fascicolo OSL n. 103.– art. 258, comma 4 del TUEL – Rettifica/integrazione delibera commissariale n. 6 del 19/01/2021",15/05/2021,30/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=15120515&sez=&data1=15/05/2021&data2=30/05/2021,allegati/fonte1/0287/2021/- delibera 22-2021.pdf,2021-05-15,2021-05-30
0286/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione 1 SAL Efficientamento energetico rete pubblica illuminazione comunale,14/05/2021,29/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=14140502&sez=&data1=14/05/2021&data2=29/05/2021,allegati/fonte1/0286/2021/- Det._n.170_del_10.05.2021.pdf,2021-05-14,2021-05-29
0285/2021,Delibere di giunta,Comune di SQUILLACE,dESTINAZIONE  DEI PROVENTI DELLE SANZIONI AMMINISTRATIVE AL CODICE DELLA STRADA PER L'ANNO 2021,14/05/2021,29/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=14120551&sez=&data1=14/05/2021&data2=29/05/2021,allegati/fonte1/0285/2021/- G.C.N.30_2021.pdf,2021-05-14,2021-05-29
0284/2021,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,Pubblicazione matrimonio Aracri - Pietropaolo,14/05/2021,22/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=14120523&sez=&data1=14/05/2021&data2=22/05/2021,allegati/fonte1/0284/2021/- Atto pubblic Aracri- Pietro Paolo.pdf,2021-05-14,2021-05-22
0283/2021,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,Atto di pubblicazione matrimonio - Notaro/Paonessa,13/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=13130554&sez=&data1=13/05/2021&data2=21/05/2021,allegati/fonte1/0283/2021/- Atto Pubb Matr Notaro Paonessa.pdf,2021-05-13,2021-05-21
0282/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazioni compensi professionali avv. Luigi Caristo - Causa civile promossa da Giovanni Marino c/ comune di Squillace - sentenza n. 393/21 pronunciata dal tribunale di Catanzaro.,13/05/2021,28/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=13100501&sez=&data1=13/05/2021&data2=28/05/2021,allegati/fonte1/0282/2021/- Det.n. 165_2021.pdf,2021-05-13,2021-05-28
0281/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura carburante automezzi mese di aprile - Liquidazione -.,12/05/2021,22/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=12120505&sez=&data1=12/05/2021&data2=22/05/2021,allegati/fonte1/0281/2021/- det. n. 159_2021.pdf,2021-05-12,2021-05-22
0280/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizio corrispondenza uffici comunali - noleggio affrancatrice II^ trim. - liquidazione -.,12/05/2021,22/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=12110533&sez=&data1=12/05/2021&data2=22/05/2021,allegati/fonte1/0280/2021/- det.n. 157_2021.pdf,2021-05-12,2021-05-22
0279/2021,Determine Dirigenziali,Comune di SQUILLACE,Fornitura caarburante automezzi comunali mese di maggio 2021 - Impegno di spesa -.,12/05/2021,22/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=12110535&sez=&data1=12/05/2021&data2=22/05/2021,allegati/fonte1/0279/2021/- det. n. 156_2021.pdf,2021-05-12,2021-05-22
0278/2021,Determine Dirigenziali,Comune di SQUILLACE,Impegno di Spesa - stasatura tratti rete reflui territorio comunale,12/05/2021,27/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=12110536&sez=&data1=12/05/2021&data2=27/05/2021,allegati/fonte1/0278/2021/- Det._n.168_del_10.05.2021.pdf,2021-05-12,2021-05-27
0277/2021,Ordinanze,Comune di SQUILLACE,regolamentazione circolazione ordinazione episcopale,12/05/2021,19/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=12090546&sez=&data1=12/05/2021&data2=19/05/2021,allegati/fonte1/0277/2021/- ord 16021.pdf,2021-05-12,2021-05-19
0276/2021,Determine Dirigenziali,Comune di SQUILLACE,VISURE ACI - I.S.,10/05/2021,25/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=10110519&sez=&data1=10/05/2021&data2=25/05/2021,allegati/fonte1/0276/2021/- DET 141.pdf,2021-05-10,2021-05-25
0275/2021,Determine Dirigenziali,Comune di SQUILLACE,POSTALIZZAZIONI VERBALI,10/05/2021,25/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=10110525&sez=&data1=10/05/2021&data2=25/05/2021,allegati/fonte1/0275/2021/- DET. 142.pdf,2021-05-10,2021-05-25
0274/2021,Ordinanze,Comune di SQUILLACE,Prosecuzione chiusura scuole,09/05/2021,24/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=9100503&sez=&data1=09/05/2021&data2=24/05/2021,allegati/fonte1/0274/2021/- ord.n. 158_2021.pdf,2021-05-09,2021-05-24
0273/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizi per conto dell'Osl del  Comune di Squillace - Liquidazione fattura n. 104/PA emessa da ASSIST S.p.A. - CIG ZDD25CEOA.-,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6140533&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0273/2021/- DET. N. 164_2021.pdf,2021-05-06,2021-05-21
0272/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizi per conto dell'Osl del  Comune di Squillace - Liquidazione fattura n. 103 PA emessa da ASSIST S.p.A. - CIG ZDD25CEOA.-,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6140530&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0272/2021/- DET.N. 163_2021.pdf,2021-05-06,2021-05-21
0271/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizi per conto dell'Osl del  Comune di squillace - Liquidazione fattura n. 322 PA emessa da ASSIST S.p.A. - CIG ZDD25C4EOA,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6140509&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0271/2021/- DET.N. 162_2021.pdf,2021-05-06,2021-05-21
0270/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizi per conto dell'Osl del  Comune di squillace - Liquidazione fattura n. 323 PA emessa da ASSIST S.p.A. - CIG ZDD25CEOA.-,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6140534&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0270/2021/- DET. N. 161_2021.pdf,2021-05-06,2021-05-21
0269/2021,Determine Dirigenziali,Comune di SQUILLACE,Piano rateizzazione cartelle Agenzia Entrate e Riscossione,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6140508&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0269/2021/- DET. N. 160_2021.pdf,2021-05-06,2021-05-21
0268/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Liquidazione fatture a ASSIST S.p.A.  per il servizio di supporto alla riscossione coattiva e ingiunzioni fiscali.- a) Compensi per attività di recupero crediti - AC  periodo GENNAIO 2021 cui alla Convenzione Assistcoattivo sottoscritta in data 15 novembre 2018,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6110531&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0268/2021/- delibera 21-2021.pdf,2021-05-06,2021-05-21
0267/2021,Delibere OSL,Comune di SQUILLACE,Dissesto Finanziario –  Liquidazione fatture a ASSIST S.p.A.  per il servizio di supporto alla riscossione coattiva e ingiunzioni fiscali.- a) Compensi per attività di recupero crediti - Expert  periodo GENNAIO-FEBBRAIO 2021 b) Attività a supporto della riscossione coattiva periodo FEBBRAIO 2021 cui alla Convenzione Assistcoattivo sottoscritta in data 15 novembre 2018,06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6110513&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0267/2021/- delibera 20-2021.pdf,2021-05-06,2021-05-21
0266/2021,Delibere OSL,Comune di SQUILLACE,"Comune di Squillace (CZ) - Dissesto Finanziario – Ministero dell’Interno- Approvazione Piano di Estinzione delle Passività ai sensi dell’art. 256, comma 6, del D.lgs n. 267/2000 – Presa atto del decreto del Ministero dell’Interno n.0070572 del 141/042021.",06/05/2021,21/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=6100547&sez=&data1=06/05/2021&data2=21/05/2021,allegati/fonte1/0266/2021/- delibera 19-2021.pdf,2021-05-06,2021-05-21
0265/2021,Delibere di consiglio,Comune di SQUILLACE,Approvazione aliquote e detrazioni IMU per l'anno 2021 ( L.27.12.2019 n.160),05/05/2021,20/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=5120533&sez=&data1=05/05/2021&data2=20/05/2021,allegati/fonte1/0265/2021/- C.C.N.2_2021.pdf,2021-05-05,2021-05-20
0264/2021,Delibere di consiglio,Comune di SQUILLACE,Regolamento per l'applicazione del canone di concessione autorizzazione o esposizione pubblicitaria 2021- approvazione.,05/05/2021,20/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=5120527&sez=&data1=05/05/2021&data2=20/05/2021,"allegati/fonte1/0264/2021/- C.C.N.1_2021.pdf,allegati/fonte1/0264/2021/- REGOLAMENTO.pdf",2021-05-05,2021-05-20
0263/2021,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione determina n. 87 del 01.03.2021,04/05/2021,19/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=4110540&sez=&data1=04/05/2021&data2=19/05/2021,allegati/fonte1/0263/2021/- Det._n.155_del_30.04.2021.pdf,2021-05-04,2021-05-19
0262/2021,Determine Dirigenziali,Comune di SQUILLACE,Impegno di Spesa - Potatura alberi in piazza Duomo,03/05/2021,18/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3130548&sez=&data1=03/05/2021&data2=18/05/2021,allegati/fonte1/0262/2021/- Det._n.154_del_30.04.2021.pdf,2021-05-03,2021-05-18
0261/2021,Determine Dirigenziali,Comune di SQUILLACE,Determina di impegno e contestuale liquidazione all ATO Catanzaro sugli oneri di gestione degli impianti di trattamento/smaltimento dei rifiuti urbani periodo marzo aprile 2021,03/05/2021,18/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3100513&sez=&data1=03/05/2021&data2=18/05/2021,allegati/fonte1/0261/2021/- Det._n.150_del_28.04.2021.pdf,2021-05-03,2021-05-18
0260/2021,Determine Dirigenziali,Comune di SQUILLACE,ditta pet service s.r.l cirò marina -servizio di ricovero e manutenzione cani randagi - liquidazione fattura marzo 2021.,03/05/2021,18/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3100536&sez=&data1=03/05/2021&data2=18/05/2021,allegati/fonte1/0260/2021/- det. n. 135_2021.pdf,2021-05-03,2021-05-18
0259/2021,Ordinanze,Comune di SQUILLACE,proroga disposizioni emergenza epidemiologica covid -19,03/05/2021,18/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=3080515&sez=&data1=03/05/2021&data2=18/05/2021,allegati/fonte1/0259/2021/- ord n.146-2021.pdf,2021-05-03,2021-05-18
0258/2021,Delibere di giunta,Comune di SQUILLACE,L.R. 27/85 - pIANO DIRITTO ALLO STUDIO A.S. 2021-2022.-,30/04/2021,15/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=30200447&sez=&data1=30/04/2021&data2=15/05/2021,"allegati/fonte1/0258/2021/- G.C. n.33_2021.pdf,allegati/fonte1/0258/2021/- PIANO DIRITTO.pdf",2021-04-30,2021-05-15
0257/2021,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,Pubblicazione matrimonio- marino Nistori,29/04/2021,07/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=29110411&sez=&data1=29/04/2021&data2=07/05/2021,allegati/fonte1/0257/2021/- pubblicazione marino .pdf,2021-04-29,2021-05-07
0256/2021,Determine Dirigenziali,Comune di SQUILLACE,servizi corrispondenza uffici comunali -determinazioni,29/04/2021,09/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=29110447&sez=&data1=29/04/2021&data2=09/05/2021,allegati/fonte1/0256/2021/- det.n.147_2021.pdf,2021-04-29,2021-05-09
0255/2021,Determine Dirigenziali,Comune di SQUILLACE,Servizio corrispondenza -Noleggio affrancatrice II trim.2021 -impegno di spesa,29/04/2021,09/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=29110401&sez=&data1=29/04/2021&data2=09/05/2021,allegati/fonte1/0255/2021/- det.n.146_2021.pdf,2021-04-29,2021-05-09
0254/2021,Delibere OSL,Comune di SQUILLACE,Costituzione in giudizio presso il Consiglio di Stato e nomina legale rappresentante dell'OSL  avverso Sentenza TAR Calabria – Sezione Prima di Catanzaro n. 00730/2021 REG.PROV.COLL nel ricorso numero di registro generale 467/2019 proposto da Giuseppe Scalzo e altri contro Comune di Squillace. –,29/04/2021,14/05/2021,http://albosquillace.asmenet.it/allegati.php?id_doc=29100416&sez=&data1=29/04/2021&data2=14/05/2021,allegati/fonte1/0254/2021/- 20210429083607662.pdf,2021-04-29,2021-05-14
